ASV_ID,group,taxon1,taxon2,taxon3,taxon4,taxon5,mean_similarity
ASV2227,benthic,Monothalamea,CladeB,Bowseriidae,,,0.901
ASV2228,benthic,Monothalamea,ENFOR2,ENFOR2_X,ENFOR2_XX,ENFOR2_XX_sp,0.903
ASV2229,unassigned,unassigned,unassigned,,,,
ASV2232,unassigned,unassigned,unassigned,,,,
ASV2233,benthic,Monothalamea,ENFOR5,ENFOR5_X,ENFOR5_XX,ENFOR5_XX_sp,0.987
ASV2235,benthic,Monothalamea,CladeC,Bathyallogromiidae,Bathyallogromia,Bathyallogromia_kalaallita,0.909
ASV2236,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,1
ASV2237,unassigned,unassigned,unassigned,,,,
ASV2238,benthic,Tubothalamea,Miliolida,Miliamminidae,Miliammina,Miliammina_sp,0.908
ASV2240,unassigned,unassigned,unassigned,,,,
ASV2243,unassigned,unassigned,unassigned,,,,
ASV2244,unassigned,unassigned,unassigned,,,,
ASV2245,unassigned,unassigned,unassigned,,,,
ASV2246,benthic,Monothalamea,CladeB,Bowseriidae,,,0.924
ASV2247,unassigned,unassigned,unassigned,,,,
ASV2248,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.944
ASV2250,unassigned,unassigned,unassigned,,,,
ASV2252,unassigned,unassigned,unassigned,,,,
ASV2253,unassigned,unassigned,unassigned,,,,
ASV2254,unassigned,unassigned,unassigned,,,,
ASV2256,unassigned,unassigned,unassigned,,,,
ASV2258,benthic,Globothalamea,Rotaliida,Bolivinitidae,Bolivina,Bolivina_cacozela,0.911
ASV2259,unassigned,unassigned,unassigned,,,,
ASV2260,unassigned,unassigned,unassigned,,,,
ASV2261,unassigned,unassigned,unassigned,,,,
ASV2262,unassigned,unassigned,unassigned,,,,
ASV2264,benthic,Monothalamea,ENFOR2,ENFOR2_X,ENFOR2_XX,ENFOR2_XX_sp,0.933
ASV2266,unassigned,unassigned,unassigned,,,,
ASV2267,benthic,Monothalamea,CladeC,Hippocrepinidae,Hippocrepina,Hippocrepina_indivisa,1
ASV2269,benthic,Monothalamea,CladeA,CladeA_X,CladeA_XX,CladeA_XX_sp,0.921
ASV2270,unassigned,unassigned,unassigned,,,,
ASV2272,unassigned,unassigned,unassigned,,,,
ASV2277,unassigned,unassigned,unassigned,,,,
ASV2278,unassigned,unassigned,unassigned,,,,
ASV2279,unassigned,unassigned,unassigned,,,,
ASV2282,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.985
ASV2283,unassigned,unassigned,unassigned,,,,
ASV2284,unassigned,unassigned,unassigned,,,,
ASV2285,benthic,Monothalamea,ENFOR,ENFOR_X,ENFOR_XX,ENFOR_XX_sp,0.939
ASV2287,unassigned,unassigned,unassigned,,,,
ASV2288,unassigned,unassigned,unassigned,,,,
ASV2290,benthic,Monothalamea,CladeF,CladeF_X,CladeF_XX,CladeF_XX_sp,0.988
ASV2293,benthic,Globothalamea,Rotaliida,Epistomariidae,Nuttallides,Nuttallides_sp,0.903
ASV2294,benthic,Monothalamea,CladeC,CladeC_X,Technitella,Technitella_sp,0.913
ASV2299,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.958
ASV2301,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.962
ASV2303,unassigned,unassigned,unassigned,,,,
ASV2304,unassigned,unassigned,unassigned,,,,
ASV2305,unassigned,unassigned,unassigned,,,,
ASV2307,unassigned,unassigned,unassigned,,,,
ASV2308,unassigned,unassigned,unassigned,,,,
ASV2311,unassigned,unassigned,unassigned,,,,
ASV2312,unassigned,unassigned,unassigned,,,,
ASV2313,unassigned,unassigned,unassigned,,,,
ASV2314,benthic,Monothalamea,CladeD,Hippocrepinellidae,Hippocrepinella,Hippocrepinella_sp,0.977
ASV2315,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.933
ASV2316,unassigned,unassigned,unassigned,,,,
ASV2317,benthic,Monothalamea,CladeG,Shepheardellidae,Nemogullmia,Nemogullmia_sp,0.936
ASV2319,unassigned,unassigned,unassigned,,,,
ASV2320,unassigned,unassigned,unassigned,,,,
ASV2321,unassigned,unassigned,unassigned,,,,
ASV2322,unassigned,unassigned,unassigned,,,,
ASV2323,unassigned,unassigned,unassigned,,,,
ASV2324,benthic,Monothalamea,ENFOR,ENFOR_X,ENFOR_XX,ENFOR_XX_sp,0.915
ASV2325,unassigned,unassigned,unassigned,,,,
ASV2326,benthic,Monothalamea,ENFOR2,ENFOR2_X,ENFOR2_XX,ENFOR2_XX_sp,0.959
ASV2327,unassigned,unassigned,unassigned,,,,
ASV2328,benthic,Globothalamea,Rotaliida,Bolivinitidae,Bolivina,Bolivina_sp,1
ASV2329,unassigned,unassigned,unassigned,,,,
ASV2332,unassigned,unassigned,unassigned,,,,
ASV2333,benthic,Globothalamea,Textulariida,Textulariida_X,Textulariida_XX,Textulariida_XX_sp,1
ASV2334,unassigned,unassigned,unassigned,,,,
ASV2335,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,ICEMON_5,ICEMON_5_sp,0.919
ASV2336,unassigned,unassigned,unassigned,,,,
ASV2337,benthic,Globothalamea,Rotaliida,Elphidiidae,Elphidiella,Elphidiella_hannai,0.935
ASV2339,unassigned,unassigned,unassigned,,,,
ASV2340,benthic,Monothalamea,ENFOR,ENFOR_X,ENFOR_XX,ENFOR_XX_sp,0.949
ASV2341,unassigned,unassigned,unassigned,,,,
ASV2342,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.911
ASV2343,unassigned,unassigned,unassigned,,,,
ASV2345,unassigned,unassigned,unassigned,,,,
ASV2346,unassigned,unassigned,unassigned,,,,
ASV2347,benthic,Monothalamea,ENFOR,ENFOR_X,ENFOR_XX,ENFOR_XX_sp,0.925
ASV2348,unassigned,unassigned,unassigned,,,,
ASV2351,unassigned,unassigned,unassigned,,,,
ASV2354,benthic,Monothalamea,CladeG,Shepheardellidae,Nemogullmia,Nemogullmia_sp,0.907
ASV2355,unassigned,unassigned,unassigned,,,,
ASV2356,benthic,Monothalamea,CladeC,CladeC_X,Hippocrepinella,Hippocrepinella_alba,0.987
ASV2358,unassigned,unassigned,unassigned,,,,
ASV2359,unassigned,unassigned,unassigned,,,,
ASV2360,benthic,Monothalamea,CladeV,CladeV_X,CladeV_XX,CladeV_XX_sp,0.976
ASV2362,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.919
ASV2363,unassigned,unassigned,unassigned,,,,
ASV2365,unassigned,unassigned,unassigned,,,,
ASV2368,unassigned,unassigned,unassigned,,,,
ASV2370,unassigned,unassigned,unassigned,,,,
ASV2373,unassigned,unassigned,unassigned,,,,
ASV2376,benthic,Monothalamea,CladeC,CladeC_X,CladeC_XX,CladeC_XX_sp,1
ASV2377,unassigned,unassigned,unassigned,,,,
ASV2378,unassigned,unassigned,unassigned,,,,
ASV2379,benthic,Monothalamea,CladeB,CladeB_X,CladeB_XX,CladeB_XX_sp,0.98
ASV2380,unassigned,unassigned,unassigned,,,,
ASV2382,unassigned,unassigned,unassigned,,,,
ASV2385,unassigned,unassigned,unassigned,,,,
ASV2388,benthic,Monothalamea,CladeM,CladeM_X,CladeM_XX,CladeM_XX_sp,0.911
ASV2390,unassigned,unassigned,unassigned,,,,
ASV2393,unassigned,unassigned,unassigned,,,,
ASV2395,benthic,Monothalamea,CladeM,CladeM_X,CladeM_XX,CladeM_XX_sp,0.911
ASV2401,unassigned,unassigned,unassigned,,,,
ASV2402,unassigned,unassigned,unassigned,,,,
ASV2405,unassigned,unassigned,unassigned,,,,
ASV2406,unassigned,unassigned,unassigned,,,,
ASV2407,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.992
ASV2409,unassigned,unassigned,unassigned,,,,
ASV2410,unassigned,unassigned,unassigned,,,,
ASV2412,unassigned,unassigned,unassigned,,,,
ASV2415,benthic,Monothalamea,ENFOR2,ENFOR2_X,ENFOR2_XX,ENFOR2_XX_sp,0.919
ASV2416,unassigned,unassigned,unassigned,,,,
ASV2418,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.975
ASV2420,unassigned,unassigned,unassigned,,,,
ASV2422,benthic,Monothalamea,Xenophyophoroidea,Stannomidae,Aschemonella,Aschemonella_aspera,0.91
ASV2423,unassigned,unassigned,unassigned,,,,
ASV2424,benthic,Monothalamea,CladeG,Shepheardellidae,Shepheardellidae_X,Shepheardellidae_X_sp,0.938
ASV2425,unassigned,unassigned,unassigned,,,,
ASV2426,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.91
ASV2428,unassigned,unassigned,unassigned,,,,
ASV2429,unassigned,unassigned,unassigned,,,,
ASV2433,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.919
ASV2434,unassigned,unassigned,unassigned,,,,
ASV2435,unassigned,unassigned,unassigned,,,,
ASV2436,unassigned,unassigned,unassigned,,,,
ASV2438,unassigned,unassigned,unassigned,,,,
ASV2439,unassigned,unassigned,unassigned,,,,
ASV2440,unassigned,unassigned,unassigned,,,,
ASV2442,unassigned,unassigned,unassigned,,,,
ASV2443,unassigned,unassigned,unassigned,,,,
ASV2444,unassigned,unassigned,unassigned,,,,
ASV2445,benthic,Monothalamea,CladeBM,CladeBM_X,Bathysiphon,Bathysiphon_sp,0.984
ASV2447,unassigned,unassigned,unassigned,,,,
ASV2448,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,ICEMON,ICEMON__sp,0.906
ASV2449,unassigned,unassigned,unassigned,,,,
ASV2452,benthic,Monothalamea,CladeB,Bowseriidae,,,0.951
ASV2453,unassigned,unassigned,unassigned,,,,
ASV2454,benthic,Globothalamea,Rotaliida,Melonidae,Melonis,Melonis_pompilioides,1
ASV2455,unassigned,unassigned,unassigned,,,,
ASV2456,unassigned,unassigned,unassigned,,,,
ASV2458,benthic,Globothalamea,Textulariida,Spiroplectamminidae,Spiroplectammina,Spiroplectammina_sp,1
ASV2459,benthic,Monothalamea,CladeA,CladeA_X,CladeA_XX,CladeA_XX_sp,0.906
ASV2460,unassigned,unassigned,unassigned,,,,
ASV2461,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.901
ASV2466,unassigned,unassigned,unassigned,,,,
ASV2467,unassigned,unassigned,unassigned,,,,
ASV2469,benthic,Monothalamea,CladeY,CladeY_X,CladeY_XX,CladeY_XX_sp,0.931
ASV2470,unassigned,unassigned,unassigned,,,,
ASV2471,unassigned,unassigned,unassigned,,,,
ASV2472,benthic,Monothalamea,ENFOR2,ENFOR2_X,ENFOR2_XX,ENFOR2_XX_sp,0.904
ASV2473,unassigned,unassigned,unassigned,,,,
ASV2475,unassigned,unassigned,unassigned,,,,
ASV2478,benthic,Monothalamea,CladeG,Shepheardellidae,Shepheardellidae_X,Shepheardellidae_X_sp,0.937
ASV2479,unassigned,unassigned,unassigned,,,,
ASV2481,unassigned,unassigned,unassigned,,,,
ASV2484,unassigned,unassigned,unassigned,,,,
ASV2485,unassigned,unassigned,unassigned,,,,
ASV2486,unassigned,unassigned,unassigned,,,,
ASV2487,unassigned,unassigned,unassigned,,,,
ASV2489,benthic,Globothalamea,Rotaliida,Pseudoparrellidae,Stetsonia,Stetsonia_sp,0.992
ASV2490,unassigned,unassigned,unassigned,,,,
ASV2492,benthic,Monothalamea,ENFOR2,ENFOR2_X,ENFOR2_XX,ENFOR2_XX_sp,0.911
ASV2493,benthic,Monothalamea,CladeF,CladeF_X,CladeF_XX,CladeF_XX_sp,0.937
ASV2495,unassigned,unassigned,unassigned,,,,
ASV2496,unassigned,unassigned,unassigned,,,,
ASV2498,benthic,Monothalamea,CladeG,Shepheardellidae,Shepheardellidae_X,Shepheardellidae_X_sp,0.986
ASV2499,unassigned,unassigned,unassigned,,,,
ASV2500,unassigned,unassigned,unassigned,,,,
ASV2501,unassigned,unassigned,unassigned,,,,
ASV2503,unassigned,unassigned,unassigned,,,,
ASV2505,unassigned,unassigned,unassigned,,,,
ASV2508,unassigned,unassigned,unassigned,,,,
ASV2509,unassigned,unassigned,unassigned,,,,
ASV2511,benthic,Monothalamea,CladeG,Shepheardellidae,Nemogullmia,Nemogullmia_sp,0.91
ASV2512,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.924
ASV2513,unassigned,unassigned,unassigned,,,,
ASV2514,unassigned,unassigned,unassigned,,,,
ASV2517,benthic,Monothalamea,ENFOR5,ENFOR5_X,ENFOR5_XX,ENFOR5_XX_sp,0.909
ASV2518,benthic,Monothalamea,CladeBM,CladeBM_X,Bathysiphon,Bathysiphon_sp,1
ASV2519,unassigned,unassigned,unassigned,,,,
ASV2520,unassigned,unassigned,unassigned,,,,
ASV2523,unassigned,unassigned,unassigned,,,,
ASV2524,unassigned,unassigned,unassigned,,,,
ASV2525,unassigned,unassigned,unassigned,,,,
ASV2530,unassigned,unassigned,unassigned,,,,
ASV2531,unassigned,unassigned,unassigned,,,,
ASV2532,unassigned,unassigned,unassigned,,,,
ASV2534,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,1
ASV2535,benthic,Monothalamea,ENFOR,ENFOR_X,ENFOR_XX,ENFOR_XX_sp,0.959
ASV2536,unassigned,unassigned,unassigned,,,,
ASV2538,unassigned,unassigned,unassigned,,,,
ASV2540,unassigned,unassigned,unassigned,,,,
ASV2543,unassigned,unassigned,unassigned,,,,
ASV2544,unassigned,unassigned,unassigned,,,,
ASV2547,unassigned,unassigned,unassigned,,,,
ASV2548,unassigned,unassigned,unassigned,,,,
ASV2550,unassigned,unassigned,unassigned,,,,
ASV2552,benthic,Globothalamea,Textulariida,Trochamminidae,Tritaxis,Tritaxis_conica,1
ASV2553,benthic,Globothalamea,Rotaliida,Rotaliida_X,Rotaliida_XX,Rotaliida_XX_sp,0.986
ASV2554,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.992
ASV2557,unassigned,unassigned,unassigned,,,,
ASV2558,benthic,Monothalamea,ENFOR,ENFOR_X,ENFOR_XX,ENFOR_XX_sp,0.944
ASV2561,unassigned,unassigned,unassigned,,,,
ASV2564,unassigned,unassigned,unassigned,,,,
ASV2565,unassigned,unassigned,unassigned,,,,
ASV2567,benthic,Globothalamea,Rotaliida,Bolivinitidae,Bolivina,Bolivina_sp,1
ASV2568,benthic,Monothalamea,CladeB,CladeB_X,CladeB_XX,CladeB_XX_sp,0.986
ASV2569,unassigned,unassigned,unassigned,,,,
ASV2570,unassigned,unassigned,unassigned,,,,
ASV2571,benthic,Monothalamea,ENFOR,ENFOR_X,ENFOR_XX,ENFOR_XX_sp,0.94
ASV2572,unassigned,unassigned,unassigned,,,,
ASV2574,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.932
ASV2575,benthic,Monothalamea,Monothalamea_X,Astramminidae,Astrammina,Astrammina_rara,0.905
ASV2576,benthic,Monothalamea,ENFOR3,ENFOR3_X,ENFOR3_XX,ENFOR3_XX_sp,1
ASV2577,benthic,Globothalamea,Rotaliida,,,,0.902
ASV2579,unassigned,unassigned,unassigned,,,,
ASV2581,unassigned,unassigned,unassigned,,,,
ASV2582,benthic,Monothalamea,CladeC,CladeC_X,Hippocrepinella,Hippocrepinella_alba,0.913
ASV2585,unassigned,unassigned,unassigned,,,,
ASV2586,unassigned,unassigned,unassigned,,,,
ASV2587,unassigned,unassigned,unassigned,,,,
ASV2588,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.917
ASV2589,unassigned,unassigned,unassigned,,,,
ASV2590,unassigned,unassigned,unassigned,,,,
ASV2593,benthic,Monothalamea,ENFOR7,ENFOR7_X,ENFOR7_XX,ENFOR7_XX_sp,0.952
ASV2596,unassigned,unassigned,unassigned,,,,
ASV2597,unassigned,unassigned,unassigned,,,,
ASV2598,benthic,Monothalamea,CladeBM,CladeBM_X,Bathysiphon,Bathysiphon_sp,0.995
ASV2600,unassigned,unassigned,unassigned,,,,
ASV2604,unassigned,unassigned,unassigned,,,,
ASV2607,unassigned,unassigned,unassigned,,,,
ASV2608,unassigned,unassigned,unassigned,,,,
ASV2609,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.938
ASV2610,unassigned,unassigned,unassigned,,,,
ASV2612,unassigned,unassigned,unassigned,,,,
ASV2614,benthic,Globothalamea,Rotaliida,Nonionidae,Nonionoides,Nonionoides_sp,0.903
ASV2617,unassigned,unassigned,unassigned,,,,
ASV2618,unassigned,unassigned,unassigned,,,,
ASV2619,unassigned,unassigned,unassigned,,,,
ASV2625,unassigned,unassigned,unassigned,,,,
ASV2626,benthic,Globothalamea,Rotaliida,Bolivinitidae,Bolivina,Bolivina_skagerrakensis,0.919
ASV2627,benthic,Monothalamea,ENFOR,ENFOR_X,ENFOR_XX,ENFOR_XX_sp,0.922
ASV2628,benthic,Monothalamea,ENFOR,ENFOR_X,ENFOR_XX,ENFOR_XX_sp,0.942
ASV2629,unassigned,unassigned,unassigned,,,,
ASV2631,benthic,Globothalamea,Rotaliida,Planulinidae,Hyalinea,Hyalinea_balthica,0.953
ASV2632,unassigned,unassigned,unassigned,,,,
ASV2633,benthic,Globothalamea,Rotaliida,Nonionidae,Nonionoides,Nonionoides_grateloupii,0.952
ASV2634,benthic,Monothalamea,ENFOR2,ENFOR2_X,ENFOR2_XX,ENFOR2_XX_sp,0.905
ASV2635,benthic,Monothalamea,CladeF,CladeF_X,CladeF_XX,CladeF_XX_sp,0.957
ASV2636,unassigned,unassigned,unassigned,,,,
ASV2637,unassigned,unassigned,unassigned,,,,
ASV2638,benthic,Monothalamea,CladeB,CladeB_X,CladeB_XX,CladeB_XX_sp,0.992
ASV2639,unassigned,unassigned,unassigned,,,,
ASV2640,unassigned,unassigned,unassigned,,,,
ASV2641,unassigned,unassigned,unassigned,,,,
ASV2642,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,ICEMON,ICEMON__sp,0.913
ASV2643,unassigned,unassigned,unassigned,,,,
ASV2644,unassigned,unassigned,unassigned,,,,
ASV2645,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,ICEMON,ICEMON__sp,0.917
ASV2647,unassigned,unassigned,unassigned,,,,
ASV2649,unassigned,unassigned,unassigned,,,,
ASV2650,unassigned,unassigned,unassigned,,,,
ASV2651,unassigned,unassigned,unassigned,,,,
ASV2652,unassigned,unassigned,unassigned,,,,
ASV2654,unassigned,unassigned,unassigned,,,,
ASV2655,unassigned,unassigned,unassigned,,,,
ASV2657,benthic,Monothalamea,ENFOR,ENFOR_X,ENFOR_XX,ENFOR_XX_sp,0.985
ASV2659,unassigned,unassigned,unassigned,,,,
ASV2660,unassigned,unassigned,unassigned,,,,
ASV2663,unassigned,unassigned,unassigned,,,,
ASV2664,benthic,Monothalamea,ENFOR,ENFOR_X,ENFOR_XX,ENFOR_XX_sp,0.934
ASV2665,unassigned,unassigned,unassigned,,,,
ASV2666,unassigned,unassigned,unassigned,,,,
ASV2668,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.938
ASV2670,unassigned,unassigned,unassigned,,,,
ASV2671,unassigned,unassigned,unassigned,,,,
ASV2672,unassigned,unassigned,unassigned,,,,
ASV2673,unassigned,unassigned,unassigned,,,,
ASV2677,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.909
ASV2678,unassigned,unassigned,unassigned,,,,
ASV2679,unassigned,unassigned,unassigned,,,,
ASV2680,unassigned,unassigned,unassigned,,,,
ASV2681,unassigned,unassigned,unassigned,,,,
ASV2682,benthic,Globothalamea,Textulariida,Textulariida_X,Textulariida_XX,Textulariida_XX_sp,0.931
ASV2683,benthic,Monothalamea,ENFOR,ENFOR_X,ENFOR_XX,ENFOR_XX_sp,0.928
ASV2684,unassigned,unassigned,unassigned,,,,
ASV2687,unassigned,unassigned,unassigned,,,,
ASV2688,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.932
ASV2690,unassigned,unassigned,unassigned,,,,
ASV2692,unassigned,unassigned,unassigned,,,,
ASV2695,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.905
ASV2696,benthic,Monothalamea,CladeB,CladeB_X,CladeB_XX,CladeB_XX_sp,0.914
ASV2698,unassigned,unassigned,unassigned,,,,
ASV2699,benthic,Globothalamea,Rotaliida,Buliminidae,Bulimina,Bulimina_elongata,0.9
ASV2700,benthic,Monothalamea,CladeA,CladeA_X,CladeA_XX,CladeA_XX_sp,0.968
ASV2701,benthic,Globothalamea,Rotaliida,Cibicididae,Cibicides,Cibicides_sp,0.96
ASV2703,benthic,Monothalamea,CladeG,,,,0.91
ASV2704,unassigned,unassigned,unassigned,,,,
ASV2705,unassigned,unassigned,unassigned,,,,
ASV2706,benthic,Monothalamea,CladeG,Shepheardellidae,Nemogullmia,Nemogullmia_sp,0.9
ASV2709,unassigned,unassigned,unassigned,,,,
ASV2710,unassigned,unassigned,unassigned,,,,
ASV2712,benthic,Globothalamea,Rotaliida,Pseudoparrellidae,Epistominella,Epistominella_sp,0.976
ASV2715,unassigned,unassigned,unassigned,,,,
ASV2716,unassigned,unassigned,unassigned,,,,
ASV2718,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.91
ASV2719,unassigned,unassigned,unassigned,,,,
ASV2722,unassigned,unassigned,unassigned,,,,
ASV2723,unassigned,unassigned,unassigned,,,,
ASV2724,benthic,Monothalamea,CladeM,CladeM_X,CladeM_XX,CladeM_XX_sp,0.92
ASV2725,benthic,Monothalamea,ENFOR2,ENFOR2_X,ENFOR2_XX,ENFOR2_XX_sp,0.903
ASV2726,unassigned,unassigned,unassigned,,,,
ASV2727,benthic,Globothalamea,Rotaliida,Epistomariidae,Nuttallides,Nuttallides_sp,0.924
ASV2728,unassigned,unassigned,unassigned,,,,
ASV2729,unassigned,unassigned,unassigned,,,,
ASV2730,unassigned,unassigned,unassigned,,,,
ASV2731,unassigned,unassigned,unassigned,,,,
ASV2732,benthic,Monothalamea,ENFOR7,ENFOR7_X,ENFOR7_XX,ENFOR7_XX_sp,0.977
ASV2733,unassigned,unassigned,unassigned,,,,
ASV2734,unassigned,unassigned,unassigned,,,,
ASV2736,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.934
ASV2738,benthic,Globothalamea,Rotaliida,Stainforthiidae,Stainforthia,Stainforthia_sp,0.992
ASV2739,benthic,Monothalamea,CladeD,Hippocrepinellidae,Hippocrepinella,Hippocrepinella_sp,0.969
ASV2741,unassigned,unassigned,unassigned,,,,
ASV2742,benthic,Monothalamea,ENFOR5,ENFOR5_X,ENFOR5_XX,ENFOR5_XX_sp,0.929
ASV2743,benthic,Monothalamea,ENFOR,ENFOR_X,ENFOR_XX,ENFOR_XX_sp,0.924
ASV2744,benthic,Monothalamea,CladeD,Hippocrepinellidae,Hippocrepinella,Hippocrepinella_sp,0.984
ASV2747,benthic,Globothalamea,Rotaliida,Bolivinitidae,Bolivina,Bolivina_alata,0.969
ASV2748,unassigned,unassigned,unassigned,,,,
ASV2749,unassigned,unassigned,unassigned,,,,
ASV2752,unassigned,unassigned,unassigned,,,,
ASV2757,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.901
ASV2758,unassigned,unassigned,unassigned,,,,
ASV2763,unassigned,unassigned,unassigned,,,,
ASV2767,unassigned,unassigned,unassigned,,,,
ASV2768,unassigned,unassigned,unassigned,,,,
ASV2770,unassigned,unassigned,unassigned,,,,
ASV2771,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.916
ASV2772,unassigned,unassigned,unassigned,,,,
ASV2773,unassigned,unassigned,unassigned,,,,
ASV2774,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.909
ASV2775,unassigned,unassigned,unassigned,,,,
ASV2777,unassigned,unassigned,unassigned,,,,
ASV2778,unassigned,unassigned,unassigned,,,,
ASV2781,benthic,Monothalamea,CladeG,Shepheardellidae,Shepheardellidae_X,Shepheardellidae_X_sp,0.91
ASV2782,benthic,Monothalamea,CladeG,Shepheardellidae,Nemogullmia,Nemogullmia_sp,0.907
ASV2783,unassigned,unassigned,unassigned,,,,
ASV2785,unassigned,unassigned,unassigned,,,,
ASV2787,unassigned,unassigned,unassigned,,,,
ASV2788,unassigned,unassigned,unassigned,,,,
ASV2789,unassigned,unassigned,unassigned,,,,
ASV2790,unassigned,unassigned,unassigned,,,,
ASV2794,unassigned,unassigned,unassigned,,,,
ASV2795,unassigned,unassigned,unassigned,,,,
ASV2797,unassigned,unassigned,unassigned,,,,
ASV2798,unassigned,unassigned,unassigned,,,,
ASV2799,unassigned,unassigned,unassigned,,,,
ASV2801,unassigned,unassigned,unassigned,,,,
ASV2802,benthic,Monothalamea,ENFOR,ENFOR_X,ENFOR_XX,ENFOR_XX_sp,0.939
ASV2803,unassigned,unassigned,unassigned,,,,
ASV2804,unassigned,unassigned,unassigned,,,,
ASV2805,unassigned,unassigned,unassigned,,,,
ASV2807,unassigned,unassigned,unassigned,,,,
ASV2809,unassigned,unassigned,unassigned,,,,
ASV2810,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.913
ASV2812,unassigned,unassigned,unassigned,,,,
ASV2816,unassigned,unassigned,unassigned,,,,
ASV2817,benthic,Monothalamea,CladeG,Shepheardellidae,Shepheardellidae_X,Shepheardellidae_X_sp,0.912
ASV2820,unassigned,unassigned,unassigned,,,,
ASV2821,benthic,Monothalamea,CladeC,CladeC_X,,,0.959
ASV2824,unassigned,unassigned,unassigned,,,,
ASV2825,unassigned,unassigned,unassigned,,,,
ASV2826,unassigned,unassigned,unassigned,,,,
ASV2827,benthic,Monothalamea,CladeC,CladeC_X,Toxisarcon,Toxisarcon_sp,0.966
ASV2828,unassigned,unassigned,unassigned,,,,
ASV2830,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.979
ASV2831,unassigned,unassigned,unassigned,,,,
ASV2832,unassigned,unassigned,unassigned,,,,
ASV2835,unassigned,unassigned,unassigned,,,,
ASV2836,unassigned,unassigned,unassigned,,,,
ASV2838,benthic,Globothalamea,Rotaliida,Buliminidae,Bulimina,Bulimina_elongata,0.925
ASV2841,unassigned,unassigned,unassigned,,,,
ASV2842,unassigned,unassigned,unassigned,,,,
ASV2843,unassigned,unassigned,unassigned,,,,
ASV2845,unassigned,unassigned,unassigned,,,,
ASV2848,unassigned,unassigned,unassigned,,,,
ASV2854,unassigned,unassigned,unassigned,,,,
ASV2855,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.912
ASV2856,unassigned,unassigned,unassigned,,,,
ASV2857,unassigned,unassigned,unassigned,,,,
