"","ASV","station_2","sample_type","station_1","d2s","threshold","region_1","region_2","abundance"
"573","ASV1900","NS45","bottom_water","NS43",32589.4941201043,10,"North Svalbard","North Svalbard",507
"574","ASV1900","NS45","bottom_water","NS43",32589.4941201043,0,"North Svalbard","North Svalbard",507
"575","ASV1902","NS12","bottom_water","KV01",681626.291238249,10,"West Svalbard","North Svalbard",32
"576","ASV1902","NS12","bottom_water","KV01",681626.291238249,0,"West Svalbard","North Svalbard",32
"577","ASV1903","NS02","100m_water","KH10",1062502.54750933,0,"North Norway","North Svalbard",1
"578","ASV1912","KH01","bottom_water","IS01",46094.1938443774,0,"West Svalbard","West Svalbard",45
"579","ASV1912","KH01","bottom_water","IS01",46094.1938443774,10,"West Svalbard","West Svalbard",45
"580","ASV1919","NC01","bottom_water","KH09",898929.221042087,0,"Greenland Ridge","North Norway",2
"581","ASV1924","HR07","surface_water","KV01",232591.851392527,0,"West Svalbard","West Svalbard",2
"582","ASV193","KH03","bottom_water","KH02",35015.2323087072,0,"NE Greenland","NE Greenland",1
"583","ASV1932","NS45","bottom_water","KH02",292954.052059369,0,"NE Greenland","North Svalbard",2
"584","ASV1938","KH01","bottom_water","IS01",46094.1938443774,0,"West Svalbard","West Svalbard",6
"585","ASV1939","NC01","bottom_water","KV01",465843.66883053,0,"West Svalbard","North Norway",1
"586","ASV194","HR04","100m_water","IS02",123073.308719948,0,"West Svalbard","West Svalbard",1
"587","ASV1945","KH02","bottom_water","KH03",35015.2323087072,10,"NE Greenland","NE Greenland",41
"588","ASV1945","KH02","bottom_water","KH03",35015.2323087072,0,"NE Greenland","NE Greenland",41
"589","ASV1949","KH10","surface_water","KV01",536307.788412428,100,"West Svalbard","North Norway",153
"590","ASV195","NS10","100m_water","NS12",21916.4905658516,10,"North Svalbard","North Svalbard",20
"591","ASV195","NS10","100m_water","NS12",21916.4905658516,0,"North Svalbard","North Svalbard",20
"592","ASV1952","NC01","bottom_water","KH10",240529.614661747,10,"North Norway","North Norway",622
"593","ASV1952","NC01","bottom_water","KH10",240529.614661747,0,"North Norway","North Norway",622
"594","ASV196","NS45","bottom_water","NS01",42960.6290146066,1000,"North Svalbard","North Svalbard",2472
"595","ASV197","NC01","bottom_water","KV01",465843.66883053,0,"West Svalbard","North Norway",5
"596","ASV1971","KH01","bottom_water","NS47",178987.128858961,0,"North Svalbard","West Svalbard",68
"597","ASV1971","KH01","bottom_water","NS47",178987.128858961,10,"North Svalbard","West Svalbard",68
"598","ASV1974","NS45","bottom_water","NS43",32589.4941201043,0,"North Svalbard","North Svalbard",196
"599","ASV1974","NS45","bottom_water","NS43",32589.4941201043,10,"North Svalbard","North Svalbard",196
"600","ASV1979","KH01","bottom_water","NS45",232740.68992777,0,"North Svalbard","West Svalbard",167
"601","ASV1979","KH01","bottom_water","NS45",232740.68992777,100,"North Svalbard","West Svalbard",167
"602","ASV1979","KH01","bottom_water","NS45",232740.68992777,10,"North Svalbard","West Svalbard",167
"603","ASV1982","NS38","bottom_water","KH07",490391.546565313,0,"Greenland Ridge","North Svalbard",605
"604","ASV1982","NS38","bottom_water","KH07",490391.546565313,10,"Greenland Ridge","North Svalbard",605
"605","ASV1986","NS45","bottom_water","NS02",96250.2797497349,0,"North Svalbard","North Svalbard",30
"606","ASV200","IS02","100m_water","KH01",48031.229720011,10,"West Svalbard","West Svalbard",14
"607","ASV200","IS02","100m_water","KH01",48031.229720011,0,"West Svalbard","West Svalbard",14
"608","ASV200","IS02","bottom_water","KH01",48031.229720011,100,"West Svalbard","West Svalbard",8880
"609","ASV200","IS02","bottom_water","KH01",48031.229720011,10,"West Svalbard","West Svalbard",8880
"610","ASV200","IS02","bottom_water","KH01",48031.229720011,0,"West Svalbard","West Svalbard",8880
"611","ASV200","IS02","bottom_water","KH01",48031.229720011,1000,"West Svalbard","West Svalbard",8880
"612","ASV2004","NS12","bottom_water","NS10",21916.4905658516,0,"North Svalbard","North Svalbard",61
"613","ASV2004","NS12","bottom_water","NS10",21916.4905658516,10,"North Svalbard","North Svalbard",61
"614","ASV2005","IS02","bottom_water","NS43",311739.658196287,0,"North Svalbard","West Svalbard",1
"615","ASV2006","NS45","bottom_water","NS43",32589.4941201043,0,"North Svalbard","North Svalbard",416
"616","ASV2006","NS45","bottom_water","NS43",32589.4941201043,10,"North Svalbard","North Svalbard",416
"617","ASV2007","NC01","bottom_water","KH09",898929.221042087,0,"Greenland Ridge","North Norway",1
"618","ASV2009","KH10","bottom_water","NC01",240529.614661747,0,"North Norway","North Norway",923
"619","ASV2009","KH10","bottom_water","NC01",240529.614661747,10,"North Norway","North Norway",923
"620","ASV201","KH01","bottom_water","IS01",46094.1938443774,0,"West Svalbard","West Svalbard",19
"621","ASV201","KH01","bottom_water","IS01",46094.1938443774,10,"West Svalbard","West Svalbard",19
"622","ASV201","KH01","surface_water","IS01",46094.1938443774,0,"West Svalbard","West Svalbard",30
"623","ASV201","KH01","surface_water","IS01",46094.1938443774,10,"West Svalbard","West Svalbard",30
"624","ASV2010","NS04","100m_water","NS06",54915.0953724897,0,"North Svalbard","North Svalbard",1
"625","ASV2011","KH10","100m_water","KV01",536307.788412428,0,"West Svalbard","North Norway",3
"626","ASV2011","KH10","bottom_water","KV01",536307.788412428,10,"West Svalbard","North Norway",377
"627","ASV2011","KH10","bottom_water","KV01",536307.788412428,0,"West Svalbard","North Norway",377
"628","ASV2012","KV01","bottom_water","HR04",228500.596020837,0,"West Svalbard","West Svalbard",3
"629","ASV2013","IS02","bottom_water","KH01",48031.229720011,0,"West Svalbard","West Svalbard",22
"630","ASV2016","NS12","bottom_water","NS43",204715.615962307,0,"North Svalbard","North Svalbard",42
"631","ASV2016","NS12","bottom_water","NS43",204715.615962307,10,"North Svalbard","North Svalbard",42
"632","ASV2017","KH01","100m_water","NS01",220476.300804617,0,"North Svalbard","West Svalbard",9
"633","ASV202","HR04","100m_water","IS02",123073.308719948,0,"West Svalbard","West Svalbard",105
"634","ASV202","HR04","100m_water","IS02",123073.308719948,100,"West Svalbard","West Svalbard",105
"635","ASV202","HR04","100m_water","IS02",123073.308719948,10,"West Svalbard","West Svalbard",105
"636","ASV202","HR04","bottom_water","IS02",123073.308719948,0,"West Svalbard","West Svalbard",8724
"637","ASV202","HR04","bottom_water","IS02",123073.308719948,10,"West Svalbard","West Svalbard",8724
"638","ASV202","HR04","bottom_water","IS02",123073.308719948,100,"West Svalbard","West Svalbard",8724
"639","ASV202","HR04","surface_water","IS02",123073.308719948,0,"West Svalbard","West Svalbard",6
"640","ASV2033","NC01","bottom_water","KV01",465843.66883053,0,"West Svalbard","North Norway",480
"641","ASV2034","NS10","bottom_water","NS43",226197.772569245,0,"North Svalbard","North Svalbard",6
"642","ASV2040","NS10","100m_water","NS06",61935.9687607925,0,"North Svalbard","North Svalbard",36
"643","ASV2040","NS10","100m_water","NS06",61935.9687607925,10,"North Svalbard","North Svalbard",36
"644","ASV2045","NS47","bottom_water","NS45",55726.3734476538,0,"North Svalbard","North Svalbard",2
"645","ASV205","NS45","bottom_water","NS43",32589.4941201043,10,"North Svalbard","North Svalbard",52
"646","ASV205","NS45","bottom_water","NS43",32589.4941201043,0,"North Svalbard","North Svalbard",52
"647","ASV2051","NC01","bottom_water","KH09",898929.221042087,0,"Greenland Ridge","North Norway",1
"648","ASV2058","NC01","bottom_water","KH09",898929.221042087,0,"Greenland Ridge","North Norway",6
"649","ASV206","NS06","bottom_water","NS04",54915.0953724897,10,"North Svalbard","North Svalbard",180
"650","ASV206","NS06","bottom_water","NS04",54915.0953724897,0,"North Svalbard","North Svalbard",180
"651","ASV206","NS06","bottom_water","NS04",54915.0953724897,100,"North Svalbard","North Svalbard",180
"652","ASV207","NS12","100m_water","NS10",21916.4905658516,0,"North Svalbard","North Svalbard",46
"653","ASV207","NS12","100m_water","NS10",21916.4905658516,10,"North Svalbard","North Svalbard",46
"654","ASV207","NS12","bottom_water","NS10",21916.4905658516,0,"North Svalbard","North Svalbard",53
"655","ASV207","NS12","bottom_water","NS10",21916.4905658516,10,"North Svalbard","North Svalbard",53
"656","ASV2071","IS02","bottom_water","KH01",48031.229720011,100,"West Svalbard","West Svalbard",170
"657","ASV2071","IS02","bottom_water","KH01",48031.229720011,10,"West Svalbard","West Svalbard",170
"658","ASV2071","IS02","bottom_water","KH01",48031.229720011,0,"West Svalbard","West Svalbard",170
"659","ASV2073","NS12","100m_water","NS47",251904.497220646,0,"North Svalbard","North Svalbard",470
"660","ASV2073","NS12","100m_water","NS47",251904.497220646,10,"North Svalbard","North Svalbard",470
"661","ASV2077","HR04","100m_water","HR07",7636.3439032831,0,"West Svalbard","West Svalbard",6
"662","ASV2078","NS45","bottom_water","NS10",239722.282306493,100,"North Svalbard","North Svalbard",360
"663","ASV2078","NS45","bottom_water","NS10",239722.282306493,0,"North Svalbard","North Svalbard",360
"664","ASV2078","NS45","bottom_water","NS10",239722.282306493,10,"North Svalbard","North Svalbard",360
"665","ASV208","HR07","bottom_water","HR04",7636.3439032831,0,"West Svalbard","West Svalbard",14
"666","ASV208","HR07","surface_water","HR04",7636.3439032831,0,"West Svalbard","West Svalbard",15
"667","ASV209","NS45","bottom_water","NS43",32589.4941201043,1000,"North Svalbard","North Svalbard",2730
"668","ASV2090","HR07","surface_water","NC01",697027.596674895,0,"North Norway","West Svalbard",5
"669","ASV2092","IS02","bottom_water","IS01",48021.198533344,0,"West Svalbard","West Svalbard",6
"670","ASV21","KH07","100m_water","KH08",4139.98176435489,0,"Greenland Ridge","Greenland Ridge",3
"671","ASV210","NC01","bottom_water","KH10",240529.614661747,0,"North Norway","North Norway",18
"672","ASV2100","NS01","bottom_water","KH01",220476.300804617,0,"West Svalbard","North Svalbard",2
"673","ASV2104","NS45","bottom_water","NS01",42960.6290146066,0,"North Svalbard","North Svalbard",95
"674","ASV2108","NS02","bottom_water","NS04",75954.0584045058,10,"North Svalbard","North Svalbard",22
"675","ASV2108","NS02","bottom_water","NS04",75954.0584045058,0,"North Svalbard","North Svalbard",22
"676","ASV211","NS06","100m_water","NS10",61935.9687607925,0,"North Svalbard","North Svalbard",976
"677","ASV211","NS06","100m_water","NS10",61935.9687607925,10,"North Svalbard","North Svalbard",976
"678","ASV211","NS06","100m_water","NS10",61935.9687607925,100,"North Svalbard","North Svalbard",976
"679","ASV2111","NS02","bottom_water","NS01",53889.687538777,0,"North Svalbard","North Svalbard",3
"680","ASV2112","KH01","bottom_water","IS02",48031.229720011,0,"West Svalbard","West Svalbard",4
"681","ASV2116","NS01","bottom_water","IS02",265866.367016045,0,"West Svalbard","North Svalbard",547
"682","ASV2116","NS01","bottom_water","IS02",265866.367016045,10,"West Svalbard","North Svalbard",547
"683","ASV2120","NS43","bottom_water","NS04",162970.205112177,0,"North Svalbard","North Svalbard",246
"684","ASV2131","NC01","bottom_water","KH09",898929.221042087,0,"Greenland Ridge","North Norway",1
"685","ASV2138","KH01","bottom_water","KH07",333981.40396105,0,"Greenland Ridge","West Svalbard",10
"686","ASV214","NS12","100m_water","NS10",21916.4905658516,0,"North Svalbard","North Svalbard",4211
"687","ASV214","NS12","bottom_water","NS10",21916.4905658516,0,"North Svalbard","North Svalbard",106
"688","ASV2140","KH10","100m_water","NC01",240529.614661747,10,"North Norway","North Norway",19
"689","ASV2140","KH10","bottom_water","NC01",240529.614661747,10,"North Norway","North Norway",21
"690","ASV2140","KH10","surface_water","NC01",240529.614661747,10,"North Norway","North Norway",84
"691","ASV2145","IS02","bottom_water","KH01",48031.229720011,10,"West Svalbard","West Svalbard",423
"692","ASV215","IS02","100m_water","IS01",48021.198533344,10,"West Svalbard","West Svalbard",262
"693","ASV215","IS02","100m_water","IS01",48021.198533344,100,"West Svalbard","West Svalbard",262
"694","ASV215","IS02","100m_water","IS01",48021.198533344,0,"West Svalbard","West Svalbard",262
"695","ASV2154","NS02","bottom_water","KH10",1062502.54750933,0,"North Norway","North Svalbard",1
"696","ASV2158","KV01","bottom_water","HR04",228500.596020837,0,"West Svalbard","West Svalbard",8
"697","ASV2158","KV01","surface_water","HR04",228500.596020837,0,"West Svalbard","West Svalbard",1
"698","ASV2160","KH10","bottom_water","NC01",240529.614661747,0,"North Norway","North Norway",34
"699","ASV2160","KH10","bottom_water","NC01",240529.614661747,10,"North Norway","North Norway",34
"700","ASV2169","NS45","bottom_water","NS38",90246.7700513288,0,"North Svalbard","North Svalbard",2
"701","ASV2174","NC01","bottom_water","KH09",898929.221042087,0,"Greenland Ridge","North Norway",1
"702","ASV2178","NS45","bottom_water","NC01",1081900.31926245,0,"North Norway","North Svalbard",519
"703","ASV2178","NS45","bottom_water","NC01",1081900.31926245,10,"North Norway","North Svalbard",519
"704","ASV2180","NS38","bottom_water","KH03",321222.224126152,0,"NE Greenland","North Svalbard",469
"705","ASV2180","NS38","bottom_water","KH03",321222.224126152,10,"NE Greenland","North Svalbard",469
"706","ASV2181","NS01","bottom_water","NS45",42960.6290146066,0,"North Svalbard","North Svalbard",74
"707","ASV2181","NS01","bottom_water","NS45",42960.6290146066,10,"North Svalbard","North Svalbard",74
"708","ASV2190","NS12","bottom_water","NS10",21916.4905658516,0,"North Svalbard","North Svalbard",125
"709","ASV2190","NS12","bottom_water","NS10",21916.4905658516,10,"North Svalbard","North Svalbard",125
"710","ASV2191","KH10","bottom_water","NC01",240529.614661747,10,"North Norway","North Norway",419
"711","ASV2191","KH10","bottom_water","NC01",240529.614661747,0,"North Norway","North Norway",419
"712","ASV2195","NS10","100m_water","NS12",21916.4905658516,10,"North Svalbard","North Svalbard",338
"713","ASV2195","NS10","100m_water","NS12",21916.4905658516,0,"North Svalbard","North Svalbard",338
"714","ASV2200","NS45","bottom_water","NS01",42960.6290146066,10,"North Svalbard","North Svalbard",148
"715","ASV2200","NS45","bottom_water","NS01",42960.6290146066,0,"North Svalbard","North Svalbard",148
"716","ASV2209","NS45","bottom_water","NS10",239722.282306493,10,"North Svalbard","North Svalbard",269
"717","ASV2209","NS45","bottom_water","NS10",239722.282306493,0,"North Svalbard","North Svalbard",269
"718","ASV221","NS02","bottom_water","NS43",102588.932039656,0,"North Svalbard","North Svalbard",335
"719","ASV2211","NS45","bottom_water","NS01",42960.6290146066,10,"North Svalbard","North Svalbard",59
"720","ASV2211","NS45","bottom_water","NS01",42960.6290146066,0,"North Svalbard","North Svalbard",59
"721","ASV222","NS45","bottom_water","NS43",32589.4941201043,0,"North Svalbard","North Svalbard",1070
"722","ASV222","NS45","bottom_water","NS43",32589.4941201043,10,"North Svalbard","North Svalbard",1070
"723","ASV222","NS45","bottom_water","NS43",32589.4941201043,100,"North Svalbard","North Svalbard",1070
"724","ASV2232","NC01","bottom_water","KH09",898929.221042087,0,"Greenland Ridge","North Norway",3
"725","ASV224","NS45","bottom_water","NS43",32589.4941201043,0,"North Svalbard","North Svalbard",39
"726","ASV224","NS45","bottom_water","NS43",32589.4941201043,10,"North Svalbard","North Svalbard",39
"727","ASV225","NS02","bottom_water","NS01",53889.687538777,10,"North Svalbard","North Svalbard",13
"728","ASV2253","NC01","bottom_water","KH10",240529.614661747,10,"North Norway","North Norway",34
"729","ASV2253","NC01","bottom_water","KH10",240529.614661747,0,"North Norway","North Norway",34
"730","ASV2253","NC01","surface_water","KH10",240529.614661747,0,"North Norway","North Norway",172
"731","ASV2253","NC01","surface_water","KH10",240529.614661747,10,"North Norway","North Norway",172
"732","ASV2254","NC01","bottom_water","KH09",898929.221042087,0,"Greenland Ridge","North Norway",2
"733","ASV226","NS45","bottom_water","NS01",42960.6290146066,0,"North Svalbard","North Svalbard",17717
"734","ASV226","NS45","bottom_water","NS01",42960.6290146066,100,"North Svalbard","North Svalbard",17717
"735","ASV226","NS45","bottom_water","NS01",42960.6290146066,10,"North Svalbard","North Svalbard",17717
"736","ASV2261","KH01","100m_water","NS04",283034.752731468,10,"North Svalbard","West Svalbard",12
"737","ASV2261","KH01","100m_water","NS04",283034.752731468,0,"North Svalbard","West Svalbard",12
"738","ASV2261","KH01","bottom_water","NS04",283034.752731468,0,"North Svalbard","West Svalbard",44
"739","ASV2261","KH01","bottom_water","NS04",283034.752731468,10,"North Svalbard","West Svalbard",44
"740","ASV2267","KV01","bottom_water","HR04",228500.596020837,0,"West Svalbard","West Svalbard",1
"741","ASV227","IS02","surface_water","IS01",48021.198533344,10,"West Svalbard","West Svalbard",17808
"742","ASV227","IS02","surface_water","IS01",48021.198533344,0,"West Svalbard","West Svalbard",17808
"743","ASV228","IS01","100m_water","KH01",46094.1938443774,10,"West Svalbard","West Svalbard",327
"744","ASV228","IS01","bottom_water","KH01",46094.1938443774,10,"West Svalbard","West Svalbard",61
"745","ASV2282","NS38","bottom_water","NS43",65274.0726219047,10,"North Svalbard","North Svalbard",32
"746","ASV2284","NC01","bottom_water","KH10",240529.614661747,0,"North Norway","North Norway",5
"747","ASV2299","IS02","100m_water","NS02",269254.062574363,0,"North Svalbard","West Svalbard",1
"748","ASV2299","IS02","bottom_water","NS02",269254.062574363,10,"North Svalbard","West Svalbard",274
"749","ASV2299","IS02","bottom_water","NS02",269254.062574363,0,"North Svalbard","West Svalbard",274
"750","ASV2304","NS45","bottom_water","NS01",42960.6290146066,10,"North Svalbard","North Svalbard",35
"751","ASV2304","NS45","bottom_water","NS01",42960.6290146066,0,"North Svalbard","North Svalbard",35
"752","ASV2308","NC01","bottom_water","KV01",465843.66883053,0,"West Svalbard","North Norway",1
"753","ASV231","IS02","bottom_water","KH01",48031.229720011,100,"West Svalbard","West Svalbard",128
"754","ASV231","IS02","bottom_water","KH01",48031.229720011,0,"West Svalbard","West Svalbard",128
"755","ASV231","IS02","bottom_water","KH01",48031.229720011,10,"West Svalbard","West Svalbard",128
"756","ASV2312","NS38","bottom_water","NS43",65274.0726219047,100,"North Svalbard","North Svalbard",149
"757","ASV2312","NS38","bottom_water","NS43",65274.0726219047,10,"North Svalbard","North Svalbard",149
"758","ASV2313","NS04","bottom_water","HR07",380791.580877193,0,"West Svalbard","North Svalbard",8
"759","ASV2315","HR04","100m_water","IS01",138211.55095619,0,"West Svalbard","West Svalbard",21
"760","ASV2315","HR04","100m_water","IS01",138211.55095619,10,"West Svalbard","West Svalbard",21
"761","ASV2315","HR04","bottom_water","IS01",138211.55095619,0,"West Svalbard","West Svalbard",8
"762","ASV2316","KH10","bottom_water","NC01",240529.614661747,10,"North Norway","North Norway",86
"763","ASV2316","KH10","bottom_water","NC01",240529.614661747,0,"North Norway","North Norway",86
"764","ASV2317","NC01","bottom_water","KH09",898929.221042087,0,"Greenland Ridge","North Norway",7
"765","ASV232","IS02","100m_water","KH01",48031.229720011,0,"West Svalbard","West Svalbard",4
"766","ASV232","IS02","bottom_water","KH01",48031.229720011,10,"West Svalbard","West Svalbard",137
"767","ASV232","IS02","bottom_water","KH01",48031.229720011,0,"West Svalbard","West Svalbard",137
"768","ASV2320","NC01","bottom_water","HR04",693470.71843196,0,"West Svalbard","North Norway",2
"769","ASV2322","KH01","bottom_water","NS01",220476.300804617,10,"North Svalbard","West Svalbard",355
"770","ASV2322","KH01","bottom_water","NS01",220476.300804617,0,"North Svalbard","West Svalbard",355
"771","ASV233","NS45","bottom_water","NS01",42960.6290146066,100,"North Svalbard","North Svalbard",1960
"772","ASV2332","NC01","bottom_water","IS02",805587.207051306,0,"West Svalbard","North Norway",1
"773","ASV2342","IS02","bottom_water","IS01",48021.198533344,0,"West Svalbard","West Svalbard",100
"774","ASV2342","IS02","bottom_water","IS01",48021.198533344,10,"West Svalbard","West Svalbard",100
"775","ASV2345","KV01","bottom_water","NC01",465843.66883053,100,"North Norway","West Svalbard",170
"776","ASV2345","KV01","bottom_water","NC01",465843.66883053,0,"North Norway","West Svalbard",170
"777","ASV2345","KV01","bottom_water","NC01",465843.66883053,10,"North Norway","West Svalbard",170
"778","ASV2347","NC01","bottom_water","KH09",898929.221042087,0,"Greenland Ridge","North Norway",4
"779","ASV2359","KH01","bottom_water","NS45",232740.68992777,10,"North Svalbard","West Svalbard",47
"780","ASV2359","KH01","bottom_water","NS45",232740.68992777,0,"North Svalbard","West Svalbard",47
"781","ASV2360","NC01","bottom_water","KV01",465843.66883053,10,"West Svalbard","North Norway",30
"782","ASV237","NS45","bottom_water","NS43",32589.4941201043,10,"North Svalbard","North Svalbard",988
"783","ASV237","NS45","bottom_water","NS43",32589.4941201043,0,"North Svalbard","North Svalbard",988
"784","ASV238","IS02","100m_water","IS01",48021.198533344,0,"West Svalbard","West Svalbard",3
"785","ASV238","IS02","bottom_water","IS01",48021.198533344,0,"West Svalbard","West Svalbard",15
"786","ASV238","IS02","bottom_water","IS01",48021.198533344,10,"West Svalbard","West Svalbard",15
"787","ASV2388","KH03","bottom_water","KH02",35015.2323087072,10,"NE Greenland","NE Greenland",321
"788","ASV239","KH01","surface_water","IS01",46094.1938443774,100,"West Svalbard","West Svalbard",136
"789","ASV239","KH01","surface_water","IS01",46094.1938443774,0,"West Svalbard","West Svalbard",136
"790","ASV239","KH01","surface_water","IS01",46094.1938443774,10,"West Svalbard","West Svalbard",136
"791","ASV24","NS01","surface_water","NS04",126953.211556557,10,"North Svalbard","North Svalbard",11
"792","ASV24","NS01","surface_water","NS04",126953.211556557,0,"North Svalbard","North Svalbard",11
"793","ASV240","NS12","100m_water","NS10",21916.4905658516,10,"North Svalbard","North Svalbard",5069
"794","ASV240","NS12","100m_water","NS10",21916.4905658516,100,"North Svalbard","North Svalbard",5069
"795","ASV2402","KH03","bottom_water","KH09",222683.198313936,0,"Greenland Ridge","NE Greenland",394
"796","ASV2402","KH03","bottom_water","KH09",222683.198313936,10,"Greenland Ridge","NE Greenland",394
"797","ASV2405","NC01","bottom_water","KH09",898929.221042087,0,"Greenland Ridge","North Norway",6
"798","ASV241","NS45","bottom_water","NS43",32589.4941201043,1000,"North Svalbard","North Svalbard",4523
"799","ASV2410","NS01","bottom_water","NS45",42960.6290146066,0,"North Svalbard","North Svalbard",69
"800","ASV2410","NS01","bottom_water","NS45",42960.6290146066,10,"North Svalbard","North Svalbard",69
"801","ASV2412","KH02","bottom_water","KH09",256952.073744236,10,"Greenland Ridge","NE Greenland",255
"802","ASV2412","KH02","bottom_water","KH09",256952.073744236,0,"Greenland Ridge","NE Greenland",255
"803","ASV2415","IS02","bottom_water","NS43",311739.658196287,0,"North Svalbard","West Svalbard",1
"804","ASV242","NS45","bottom_water","NS43",32589.4941201043,10,"North Svalbard","North Svalbard",9298
"805","ASV242","NS45","bottom_water","NS43",32589.4941201043,100,"North Svalbard","North Svalbard",9298
"806","ASV242","NS45","bottom_water","NS43",32589.4941201043,0,"North Svalbard","North Svalbard",9298
"807","ASV2426","NS12","bottom_water","NS10",21916.4905658516,0,"North Svalbard","North Svalbard",96
"808","ASV2433","KH01","bottom_water","IS02",48031.229720011,0,"West Svalbard","West Svalbard",29
"809","ASV2433","KH01","bottom_water","IS02",48031.229720011,10,"West Svalbard","West Svalbard",29
"810","ASV2439","NC01","bottom_water","KH01",853587.233148531,0,"West Svalbard","North Norway",3
"811","ASV2447","NS02","bottom_water","NS01",53889.687538777,0,"North Svalbard","North Svalbard",1
"812","ASV2449","NC01","bottom_water","KH09",898929.221042087,0,"Greenland Ridge","North Norway",1
"813","ASV245","KH03","bottom_water","KH02",35015.2323087072,100,"NE Greenland","NE Greenland",16592
"814","ASV245","KH03","bottom_water","KH02",35015.2323087072,10,"NE Greenland","NE Greenland",16592
"815","ASV245","KH03","bottom_water","KH02",35015.2323087072,0,"NE Greenland","NE Greenland",16592
"816","ASV2453","NS38","bottom_water","NS01",123093.268052188,10,"North Svalbard","North Svalbard",36
"817","ASV2453","NS38","bottom_water","NS01",123093.268052188,0,"North Svalbard","North Svalbard",36
"818","ASV2454","NS02","bottom_water","NC01",1045600.88370292,0,"North Norway","North Svalbard",1
"819","ASV2458","NC01","bottom_water","KH10",240529.614661747,0,"North Norway","North Norway",1
"820","ASV2459","KH10","bottom_water","KH01",906816.806696072,10,"West Svalbard","North Norway",14
"821","ASV246","KH01","100m_water","NS43",264622.487950346,0,"North Svalbard","West Svalbard",1
"822","ASV246","KH01","bottom_water","NS43",264622.487950346,0,"North Svalbard","West Svalbard",65
"823","ASV246","KH01","bottom_water","NS43",264622.487950346,10,"North Svalbard","West Svalbard",65
"824","ASV246","KH01","surface_water","NS43",264622.487950346,0,"North Svalbard","West Svalbard",2
"825","ASV2460","IS02","bottom_water","KH01",48031.229720011,10,"West Svalbard","West Svalbard",282
"826","ASV2466","KH01","bottom_water","NS47",178987.128858961,0,"North Svalbard","West Svalbard",4
"827","ASV2489","KH03","bottom_water","KH02",35015.2323087072,0,"NE Greenland","NE Greenland",4
"828","ASV249","IS02","100m_water","KH01",48031.229720011,10,"West Svalbard","West Svalbard",18
"829","ASV249","IS02","bottom_water","KH01",48031.229720011,10,"West Svalbard","West Svalbard",2753
"830","ASV249","IS02","bottom_water","KH01",48031.229720011,100,"West Svalbard","West Svalbard",2753
"831","ASV249","IS02","bottom_water","KH01",48031.229720011,1000,"West Svalbard","West Svalbard",2753
"832","ASV2498","IS02","100m_water","KV01",340339.586785523,0,"West Svalbard","West Svalbard",352
"833","ASV2498","IS02","100m_water","KV01",340339.586785523,10,"West Svalbard","West Svalbard",352
"834","ASV2498","IS02","bottom_water","KV01",340339.586785523,0,"West Svalbard","West Svalbard",28
"835","ASV2498","IS02","bottom_water","KV01",340339.586785523,10,"West Svalbard","West Svalbard",28
"836","ASV250","NS47","bottom_water","NS45",55726.3734476538,0,"North Svalbard","North Svalbard",14
"837","ASV250","NS47","bottom_water","NS45",55726.3734476538,10,"North Svalbard","North Svalbard",14
"838","ASV2503","KH01","bottom_water","NS43",264622.487950346,0,"North Svalbard","West Svalbard",152
"839","ASV2503","KH01","bottom_water","NS43",264622.487950346,10,"North Svalbard","West Svalbard",152
"840","ASV251","IS02","bottom_water","IS01",48021.198533344,10,"West Svalbard","West Svalbard",84
"841","ASV2512","NS45","bottom_water","NS47",55726.3734476538,100,"North Svalbard","North Svalbard",122
"842","ASV2518","NC01","bottom_water","KH10",240529.614661747,0,"North Norway","North Norway",2
"843","ASV252","IS02","100m_water","HR04",123073.308719948,10,"West Svalbard","West Svalbard",928
"844","ASV252","IS02","100m_water","HR04",123073.308719948,0,"West Svalbard","West Svalbard",928
"845","ASV2530","NC01","bottom_water","KH09",898929.221042087,0,"Greenland Ridge","North Norway",3
"846","ASV2534","KH03","bottom_water","KH02",35015.2323087072,10,"NE Greenland","NE Greenland",21
"847","ASV254","NS12","100m_water","NS10",21916.4905658516,1000,"North Svalbard","North Svalbard",3523
"848","ASV254","NS12","bottom_water","NS10",21916.4905658516,1000,"North Svalbard","North Svalbard",3880
"849","ASV255","NS38","bottom_water","NS02",165134.977546814,10,"North Svalbard","North Svalbard",98
"850","ASV255","NS38","bottom_water","NS02",165134.977546814,0,"North Svalbard","North Svalbard",98
"851","ASV2552","IS02","bottom_water","KH07",335502.577748031,0,"Greenland Ridge","West Svalbard",137
"852","ASV2553","NC01","100m_water","KH10",240529.614661747,0,"North Norway","North Norway",254
"853","ASV2553","NC01","100m_water","KH10",240529.614661747,100,"North Norway","North Norway",254
"854","ASV2553","NC01","100m_water","KH10",240529.614661747,10,"North Norway","North Norway",254
"855","ASV2553","NC01","bottom_water","KH10",240529.614661747,0,"North Norway","North Norway",8
"856","ASV2568","NS43","bottom_water","KH03",329454.343544947,0,"NE Greenland","North Svalbard",80
"857","ASV2568","NS43","bottom_water","KH03",329454.343544947,10,"NE Greenland","North Svalbard",80
"858","ASV2570","KH01","bottom_water","NS04",283034.752731468,0,"North Svalbard","West Svalbard",1
"859","ASV2574","HR07","bottom_water","HR04",7636.3439032831,0,"West Svalbard","West Svalbard",4
